Company Name,Market Value-Mnthly[-10Y],Market Value-Mnthly[-9Y],Market Value-Mnthly[-8Y],Market Value-Mnthly[-7Y],Market Value-Mnthly[-6Y],Market Value-Mnthly[-5Y],Market Value-Mnthly[-4Y],Market Value-Mnthly[-3Y],Market Value-Mnthly[-2Y],Market Value-Mnthly[-1Y],Market Value-Mnthly[0Y],Price/Earnings - Monthly[-10Y],Price/Earnings - Monthly[-9Y],Price/Earnings - Monthly[-8Y],Price/Earnings - Monthly[-7Y],Price/Earnings - Monthly[-6Y],Price/Earnings - Monthly[-5Y],Price/Earnings - Monthly[-4Y],Price/Earnings - Monthly[-3Y],Price/Earnings - Monthly[-2Y],Price/Earnings - Monthly[-1Y],Price/Earnings - Monthly[0Y],Price/Cash Flow-Share Mtly[-10Y],Price/Cash Flow-Share Mtly[-9Y],Price/Cash Flow-Share Mtly[-8Y],Price/Cash Flow-Share Mtly[-7Y],Price/Cash Flow-Share Mtly[-6Y],Price/Cash Flow-Share Mtly[-5Y],Price/Cash Flow-Share Mtly[-4Y],Price/Cash Flow-Share Mtly[-3Y],Price/Cash Flow-Share Mtly[-2Y],Price/Cash Flow-Share Mtly[-1Y],Price/Cash Flow-Share Mtly[0Y],Price to Book[-10Y],Price to Book[-9Y],Price to Book[-8Y],Price to Book[-7Y],Price to Book[-6Y],Price to Book[-5Y],Price to Book[-4Y],Price to Book[-3Y],Price to Book[-2Y],Price to Book[-1Y],Price to Book[0Y],Beta[-10Y],Beta[-9Y],Beta[-8Y],Beta[-7Y],Beta[-6Y],Beta[-5Y],Beta[-4Y],Beta[-3Y],Beta[-2Y],Beta[-1Y],Beta[0Y],Return on Assets[-10Y],Return on Assets[-9Y],Return on Assets[-8Y],Return on Assets[-7Y],Return on Assets[-6Y],Return on Assets[-5Y],Return on Assets[-4Y],Return on Assets[-3Y],Return on Assets[-2Y],Return on Assets[-1Y],Return on Assets[0Y],Cash[-10Y],Cash[-9Y],Cash[-8Y],Cash[-7Y],Cash[-6Y],Cash[-5Y],Cash[-4Y],Cash[-3Y],Cash[-2Y],Cash[-1Y],Cash[0Y],Bad Debt Reserve[-10Y],Bad Debt Reserve[-9Y],Bad Debt Reserve[-8Y],Bad Debt Reserve[-7Y],Bad Debt Reserve[-6Y],Bad Debt Reserve[-5Y],Bad Debt Reserve[-4Y],Bad Debt Reserve[-3Y],Bad Debt Reserve[-2Y],Bad Debt Reserve[-1Y],Bad Debt Reserve[0Y],EBIT[-10Y],EBIT[-9Y],EBIT[-8Y],EBIT[-7Y],EBIT[-6Y],EBIT[-5Y],EBIT[-4Y],EBIT[-3Y],EBIT[-2Y],EBIT[-1Y],EBIT[0Y]
SILGAN HOLDINGS INC,159.327 ,466.851 ,449.941 ,776.263 ,"1,123.005 ","1,343.845 ","1,643.882 ","1,959.540 ","1,815.011 ","2,212.695 ","2,749.742 ",4.478 ,11.132 ,8.310 ,18.478 ,13.310 ,15.305 ,15.799 ,15.932 ,14.488 ,13.847 ,18.749 ,1.340 ,3.456 ,3.067 ,4.812 ,6.302 ,6.355 ,7.447 ,7.619 ,6.611 ,7.449 ,9.265 ,(7.704),42.429 ,6.389 ,6.742 ,5.860 ,4.785 ,4.798 ,4.182 ,3.063 ,3.373 ,3.457 ,@NA,@NA,@NA,@NA,@NA,@NA,0.644 ,1.385 ,0.879 ,0.458 ,0.463 ,2.567 ,3.184 ,3.959 ,2.593 ,5.268 ,5.720 ,5.179 ,5.737 ,6.084 ,7.199 ,6.647 ,20.073 ,18.009 ,58.318 ,12.100 ,35.416 ,20.461 ,16.737 ,95.941 ,163.006 ,305.754 ,175.226 ,1.752 ,2.325 ,2.246 ,1.901 ,1.873 ,1.567 ,1.292 ,2.171 ,2.091 ,3.314 ,2.821 ,157.102 ,161.745 ,162.337 ,177.085 ,198.670 ,209.275 ,230.992 ,264.942 ,276.889 ,300.089 ,308.733 
SILICON LABORATORIES INC,686.349 ,"1,636.924 ",930.951 ,"2,152.877 ","1,834.284 ","1,979.530 ","1,892.202 ","2,063.329 ","1,146.298 ","2,209.515 ","2,012.501 ",38.851 ,@NM,43.364 ,47.043 ,23.698 ,41.191 ,123.750 ,51.986 ,36.441 ,29.864 ,28.233 ,@CF,(56.688),42.993 ,44.658 ,18.158 ,31.712 ,45.939 ,52.334 ,21.571 ,43.215 ,17.930 ,4.429 ,13.401 ,6.527 ,10.798 ,4.951 ,4.238 ,3.378 ,2.685 ,2.183 ,3.818 ,3.352 ,@NA,@NA,@NA,@NA,@NA,@NA,2.065 ,1.992 ,1.694 ,1.508 ,1.260 ,7.583 ,(31.425),10.513 ,11.827 ,15.833 ,7.750 ,4.535 ,4.723 ,5.276 ,9.840 ,10.065 ,96.438 ,101.248 ,115.166 ,190.313 ,277.106 ,363.710 ,386.292 ,572.974 ,273.539 ,410.223 ,365.862 ,5.273 ,4.441 ,3.322 ,2.204 ,2.297 ,1.556 ,1.091 ,0.999 ,2.721 ,1.000 ,1.686 ,23.367 ,(16.362),31.026 ,83.074 ,106.685 ,71.697 ,35.315 ,25.297 ,57.924 ,67.332 ,86.671 
SIMMONS FIRST NATL CP  -CL A,164.074 ,227.943 ,258.822 ,388.268 ,422.699 ,396.941 ,446.100 ,369.092 ,411.372 ,464.149 ,491.083 ,8.711 ,13.798 ,11.747 ,16.314 ,17.232 ,14.734 ,16.269 ,13.590 ,15.269 ,15.886 ,13.194 ,6.391 ,9.043 ,9.920 ,13.217 ,14.497 ,12.653 ,13.721 ,11.031 ,12.431 ,13.065 ,14.844 ,0.968 ,1.258 ,1.337 ,1.874 ,1.795 ,1.646 ,1.752 ,1.379 ,1.465 ,1.558 ,1.279 ,@NA,@NA,@NA,@NA,@NA,@NA,0.294 ,1.115 ,0.428 ,0.338 ,0.362 ,0.987 ,0.819 ,1.116 ,1.064 ,1.013 ,1.068 ,1.034 ,1.016 ,0.921 ,0.815 ,1.119 ,111.135 ,194.841 ,191.545 ,201.615 ,153.731 ,101.573 ,157.151 ,110.230 ,139.536 ,353.585 ,452.060 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,40.223 ,37.257 ,45.452 ,49.437 ,53.392 ,57.320 ,57.943 ,61.024 ,58.568 ,62.312 ,64.081 
SIMON PROPERTY GROUP INC,"4,049.544 ","5,052.034 ","6,283.667 ","8,716.646 ","14,344.064 ","17,213.320 ","22,413.248 ","19,369.260 ","12,353.575 ","22,639.898 ","29,145.596 ",20.870 ,33.713 ,17.745 ,31.311 ,43.403 ,68.420 ,46.041 ,41.560 ,28.261 ,75.283 ,47.376 ,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,1.598 ,2.133 ,2.364 ,3.441 ,5.082 ,5.295 ,7.393 ,6.726 ,4.808 ,5.233 ,6.124 ,@NA,@NA,@NA,@NA,@NA,@NA,0.233 ,1.051 ,1.553 ,1.812 ,1.573 ,1.431 ,1.081 ,2.309 ,1.809 ,1.365 ,1.168 ,2.200 ,1.967 ,1.804 ,1.091 ,2.456 ,223.111 ,259.760 ,397.129 ,535.623 ,520.084 ,337.048 ,929.360 ,501.982 ,773.544 ,"3,957.718 ",796.718 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,984.335 ,964.505 ,"1,002.807 ","1,085.011 ","1,152.712 ","1,287.230 ","1,431.048 ","1,573.185 ","1,591.783 ","1,452.609 ","1,820.160 "
SIMPSON MANUFACTURING INC,614.907 ,695.966 ,806.609 ,"1,256.395 ","1,664.032 ","1,750.761 ","1,524.612 ","1,290.386 ","1,350.135 ","1,325.731 ","1,527.819 ",15.549 ,17.104 ,15.519 ,20.675 ,20.529 ,17.732 ,14.929 ,18.725 ,25.009 ,92.724 ,33.967 ,11.189 ,12.436 ,12.835 ,17.176 ,17.499 ,15.094 ,11.819 ,11.320 ,16.549 ,29.324 ,22.199 ,2.567 ,2.468 ,2.403 ,3.101 ,3.849 ,3.257 ,2.415 ,1.783 ,1.786 ,1.721 ,1.961 ,@NA,@NA,@NA,@NA,@NA,@NA,0.698 ,1.166 ,0.753 ,1.301 ,1.414 ,13.723 ,12.293 ,13.101 ,13.159 ,14.952 ,14.915 ,13.939 ,8.407 ,6.497 ,1.448 ,5.121 ,59.418 ,95.873 ,121.001 ,139.874 ,47.948 ,131.203 ,148.299 ,186.142 ,170.750 ,250.381 ,335.049 ,2.567 ,8.060 ,3.051 ,2.779 ,2.600 ,2.054 ,2.326 ,2.991 ,5.435 ,5.693 ,1.931 ,59.737 ,65.816 ,86.083 ,98.073 ,131.217 ,151.685 ,163.367 ,122.550 ,90.382 ,29.407 ,79.947 
SKECHERS U S A INC,159.697 ,222.940 ,154.747 ,153.644 ,286.572 ,356.864 ,876.653 ,641.508 ,427.124 ,990.794 ,764.360 ,12.500 ,11.246 ,6.738 ,@NM,21.246 ,13.557 ,19.254 ,11.683 ,10.683 ,24.924 ,6.969 ,13.166 ,8.116 ,4.167 ,23.071 ,17.211 ,9.788 ,16.906 ,9.387 ,5.595 ,52.135 ,5.138 ,1.312 ,1.135 ,0.582 ,0.582 ,0.998 ,1.057 ,2.065 ,1.049 ,0.615 ,1.392 ,0.842 ,@NA,@NA,@NA,@NA,@NA,@NA,2.161 ,2.177 ,1.790 ,2.350 ,1.850 ,14.420 ,11.600 ,9.735 ,(2.544),4.541 ,7.684 ,9.632 ,9.141 ,6.321 ,5.494 ,10.434 ,8.781 ,15.554 ,124.830 ,113.479 ,137.653 ,197.007 ,220.485 ,304.016 ,114.941 ,295.675 ,233.558 ,1.303 ,0.863 ,1.523 ,1.148 ,1.509 ,1.370 ,1.432 ,1.302 ,2.361 ,1.831 ,2.006 ,80.947 ,88.790 ,81.647 ,(5.517),43.531 ,69.668 ,108.430 ,108.751 ,57.131 ,70.927 ,192.172 
SKYLINE CORP,179.087 ,203.901 ,290.329 ,240.318 ,335.808 ,328.088 ,310.299 ,278.078 ,224.208 ,166.729 ,158.590 ,12.132 ,18.409 ,23.699 ,38.703 ,54.822 ,60.154 ,21.753 ,106.903 ,@NM,@NM,@NM,8.024 ,13.678 ,17.425 ,22.129 ,33.019 ,38.754 ,20.044 ,32.166 ,(711.771),(16.706),(13.787),0.936 ,1.079 ,1.484 ,1.222 ,1.703 ,1.746 ,1.599 ,1.573 ,1.338 ,1.122 ,1.231 ,@NA,@NA,@NA,@NA,@NA,@NA,0.674 ,0.805 ,1.022 ,0.744 ,0.839 ,6.377 ,4.740 ,5.133 ,2.590 ,2.546 ,2.296 ,5.754 ,1.206 ,(2.820),(9.180),(22.181),108.938 ,141.421 ,147.026 ,154.457 ,150.449 ,149.525 ,152.771 ,124.240 ,111.579 ,94.786 ,77.257 ,0.113 ,0.130 ,0.143 ,0.668 ,0.572 ,0.376 ,0.314 ,0.437 ,0.545 ,0.000 ,@NA,18.513 ,10.147 ,16.127 ,8.341 ,8.859 ,6.188 ,17.914 ,(2.113),(12.991),(29.681),(21.370)
SKYWEST INC,"1,291.817 ","1,444.389 ",750.675 ,"1,045.386 ","1,152.387 ","1,557.961 ","1,630.905 ","1,634.816 ","1,060.795 ",940.837 ,859.756 ,19.620 ,25.450 ,9.540 ,15.578 ,14.127 ,13.845 ,10.948 ,10.571 ,9.538 ,11.280 ,9.029 ,13.792 ,15.041 ,5.883 ,7.579 ,7.410 ,8.427 ,4.817 ,4.628 ,2.997 ,3.079 ,2.779 ,2.684 ,2.682 ,1.206 ,1.514 ,1.522 ,1.833 ,1.423 ,1.334 ,0.839 ,0.706 ,0.613 ,@NA,@NA,@NA,@NA,@NA,@NA,1.445 ,1.883 ,0.851 ,1.165 ,1.060 ,8.210 ,6.910 ,7.833 ,4.367 ,4.930 ,3.381 ,3.908 ,3.989 ,2.813 ,1.941 ,2.167 ,280.029 ,310.714 ,425.424 ,480.394 ,549.697 ,324.491 ,651.939 ,660.432 ,705.187 ,732.445 ,804.852 ,0.400 ,0.312 ,2.671 ,0.079 ,0.065 ,0.142 ,0.150 ,0.045 ,0.067 ,0.038 ,0.041 ,78.917 ,70.775 ,118.117 ,108.480 ,144.776 ,220.408 ,339.160 ,344.524 ,255.231 ,208.195 ,199.341 
SKYWORKS SOLUTIONS INC,683.959 ,674.477 ,622.920 ,"1,352.224 ","1,474.851 ","1,111.940 ",835.834 ,"1,453.777 ","1,378.932 ","2,266.172 ","3,692.427 ",20.192 ,76.250 ,@NM,@NM,63.200 ,43.875 ,@NM,25.111 ,12.116 ,23.228 ,26.500 ,13.852 ,(39.781),@CF,@CF,"(1,094.490)",14.413 ,16.372 ,(73.642),10.759 ,15.742 ,18.356 ,2.310 ,2.309 ,0.614 ,1.339 ,2.011 ,1.412 ,1.021 ,1.925 ,1.570 ,2.233 ,3.025 ,@NA,@NA,@NA,@NA,@NA,@NA,3.319 ,3.825 ,1.810 ,1.203 ,1.182 ,9.902 ,(5.785),(17.526),(4.976),1.918 ,2.156 ,(8.084),4.845 ,8.980 ,6.883 ,8.778 ,153.784 ,114.140 ,53.358 ,170.806 ,214.552 ,235.860 ,171.201 ,253.779 ,231.066 ,370.084 ,459.385 ,2.430 ,4.687 ,1.383 ,1.353 ,1.244 ,3.280 ,18.906 ,0.984 ,0.709 ,2.413 ,0.667 ,42.446 ,(26.176),(61.216),1.251 ,60.018 ,53.333 ,25.856 ,64.216 ,90.938 ,87.685 ,198.704 
SL GREEN REALTY CORP,683.116 ,920.041 ,959.976 ,"1,475.337 ","2,459.904 ","3,218.540 ","7,284.311 ","5,535.916 ","1,477.414 ","3,879.684 ","5,283.400 ",8.805 ,16.079 ,16.373 ,22.310 ,24.714 ,32.927 ,67.745 ,38.780 ,@NM,91.345 ,22.885 ,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,1.561 ,1.507 ,1.536 ,1.882 ,2.470 ,2.702 ,4.525 ,1.563 ,0.406 ,0.942 ,1.196 ,@NA,@NA,@NA,@NA,@NA,@NA,0.642 ,1.166 ,2.296 ,2.800 ,2.420 ,6.675 ,3.959 ,4.195 ,2.915 ,3.520 ,3.118 ,2.216 ,1.283 ,0.036 ,0.369 ,2.041 ,97.616 ,51.617 ,87.102 ,98.088 ,92.212 ,84.854 ,369.450 ,151.439 ,832.843 ,438.210 ,470.503 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,2.168 ,93.583 ,109.845 ,112.694 ,123.759 ,181.525 ,211.864 ,234.416 ,440.659 ,325.100 ,235.687 ,396.460 
SLM CORP,"11,156.080 ","13,171.815 ","15,946.561 ","16,987.123 ","22,948.570 ","22,989.773 ","19,935.225 ","10,283.443 ","4,158.828 ","5,348.641 ","6,113.578 ",23.944 ,35.906 ,20.526 ,12.234 ,12.245 ,16.951 ,17.865 ,@NM,@NM,15.873 ,11.657 ,21.947 ,60.781 ,21.208 ,11.749 ,15.003 ,@CF,@CF,@CF,@CF,@CF,@CF,9.533 ,9.681 ,9.610 ,6.852 ,8.391 ,7.055 ,5.062 ,2.318 ,1.145 ,1.568 ,1.911 ,@NA,@NA,@NA,@NA,@NA,@NA,0.284 ,1.396 ,1.520 ,1.360 ,1.404 ,0.929 ,0.704 ,1.468 ,2.155 ,2.261 ,1.369 ,0.966 ,(0.600),(0.192),0.198 ,0.256 ,"2,049.636 ","1,022.596 ","1,012.943 ","3,895.000 ","6,716.132 ","6,204.270 ","6,044.548 ","12,182.137 ","7,605.288 ","11,238.884 ","10,596.820 ",@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,"3,601.462 ","3,211.928 ","2,629.923 ","3,409.690 ","3,300.488 ","4,944.633 ","7,478.525 ","8,059.560 ","6,100.338 ","3,852.834 ","4,202.364 "
SM ENERGY CO,933.583 ,587.683 ,698.300 ,898.805 ,"1,195.183 ","2,082.121 ","2,021.669 ","2,427.527 ","1,263.120 ","2,141.267 ","3,715.831 ",16.656 ,14.614 ,25.253 ,9.862 ,13.003 ,13.786 ,10.899 ,12.576 ,14.507 ,@NM,18.827 ,13.666 ,5.420 ,8.915 ,5.227 ,6.696 ,7.973 ,5.932 ,5.894 ,2.354 ,14.089 ,7.323 ,4.014 ,2.077 ,2.309 ,2.419 ,2.752 ,4.028 ,2.945 ,2.601 ,1.252 ,2.150 ,3.090 ,@NA,@NA,@NA,@NA,@NA,@NA,0.565 ,1.135 ,1.385 ,1.624 ,1.368 ,17.279 ,9.259 ,5.131 ,12.250 ,9.781 ,11.975 ,10.006 ,7.377 ,3.397 ,(4.209),7.173 ,6.619 ,4.116 ,13.087 ,27.336 ,7.830 ,16.400 ,2.914 ,44.683 ,7.133 ,10.649 ,5.077 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,8.947 ,0.000 ,0.000 ,84.427 ,64.791 ,46.340 ,148.330 ,150.372 ,247.387 ,302.450 ,319.993 ,131.798 ,(118.698),192.393 
SMITH (A O) CORP,392.367 ,444.742 ,766.736 ,"1,000.805 ",883.530 ,"1,059.972 ","1,153.912 ","1,099.979 ",876.700 ,"1,090.391 ","1,469.888 ",9.586 ,31.967 ,14.216 ,19.472 ,24.744 ,22.357 ,14.964 ,12.128 ,12.724 ,12.724 ,30.464 ,4.489 ,7.800 ,9.202 ,9.986 ,9.101 ,12.042 ,8.777 ,6.873 ,8.388 ,10.475 ,@CF,0.850 ,0.972 ,1.249 ,1.826 ,1.477 ,1.721 ,1.727 ,1.486 ,1.066 ,1.459 ,1.744 ,@NA,@NA,@NA,@NA,@NA,@NA,0.418 ,0.867 ,0.581 ,0.695 ,0.761 ,3.933 ,1.121 ,4.192 ,4.078 ,2.697 ,3.597 ,4.142 ,4.756 ,4.347 ,4.276 ,2.713 ,15.287 ,20.759 ,32.847 ,18.700 ,25.100 ,24.000 ,25.800 ,37.200 ,29.400 ,76.300 ,118.900 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,1.373 ,1.105 ,87.497 ,49.643 ,93.309 ,91.600 ,62.200 ,100.200 ,139.900 ,150.400 ,140.100 ,134.100 ,117.300 
SMITH MICRO SOFTWARE INC,14.510 ,17.044 ,7.468 ,33.605 ,158.522 ,129.180 ,402.329 ,255.963 ,173.978 ,305.262 ,539.552 ,@NM,@NM,@NM,@NM,44.750 ,26.591 ,37.342 ,77.000 ,@NM,61.000 ,43.722 ,@CF,(2.878),16.559 ,(88.202),92.606 ,@SF,37.234 ,28.249 ,28.465 ,20.629 ,27.538 ,1.082 ,2.755 ,1.265 ,5.732 ,19.885 ,3.532 ,7.151 ,1.700 ,1.078 ,1.717 ,2.667 ,@NA,@NA,@NA,@NA,@NA,@NA,4.702 ,3.907 ,1.860 ,2.275 ,2.064 ,(20.602),(66.166),(10.168),(14.012),26.855 ,11.059 ,6.835 ,1.946 ,(0.414),2.308 ,5.256 ,6.178 ,3.226 ,3.627 ,3.722 ,8.634 ,21.215 ,92.564 ,87.549 ,36.615 ,45.861 ,72.550 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,(3.515),(5.741),(1.724),(0.885),3.463 ,4.161 ,9.122 ,4.249 ,2.701 ,11.309 ,18.381 
SMITHFIELD FOODS INC,"1,168.948 ","1,818.161 ","2,335.559 ","2,145.083 ","2,951.297 ","3,367.938 ","2,990.096 ","3,426.714 ","3,854.535 ","1,240.505 ","3,107.767 ",13.839 ,8.293 ,11.593 ,178.182 ,17.973 ,11.249 ,16.605 ,18.196 ,27.577 ,@NM,@NM,6.826 ,5.774 ,6.476 ,@SF,11.038 ,@CF,@CF,@CF,@CF,11.681 ,48.941 ,1.327 ,1.716 ,1.742 ,1.553 ,2.044 ,1.854 ,1.477 ,1.557 ,1.293 ,0.451 ,1.072 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,0.569 ,0.367 ,1.841 ,1.888 ,2.400 ,6.875 ,5.077 ,0.625 ,3.380 ,5.192 ,2.919 ,2.704 ,1.570 ,(3.371),(1.315),49.882 ,56.532 ,71.141 ,66.000 ,74.300 ,86.800 ,89.400 ,57.800 ,57.300 ,119.000 ,451.200 ,@NA,@NA,@NA,@NA,@NA,2.015 ,1.483 ,0.835 ,1.085 ,1.636 ,1.287 ,193.539 ,368.002 ,414.034 ,128.500 ,379.100 ,582.000 ,437.900 ,397.400 ,349.400 ,(77.800),101.300 
SMUCKER (JM) CO,416.579 ,632.706 ,862.573 ,"1,796.985 ","2,620.387 ","2,898.403 ","2,285.128 ","3,160.473 ","2,772.729 ","4,666.142 ","7,274.842 ",17.391 ,23.568 ,27.540 ,17.784 ,23.453 ,21.668 ,15.831 ,20.007 ,16.462 ,12.669 ,14.716 ,@CF,14.376 ,15.414 ,16.436 ,@SF,17.062 ,11.482 ,15.135 ,11.900 ,16.568 ,12.715 ,1.292 ,2.580 ,3.217 ,1.615 ,2.190 ,1.727 ,1.312 ,1.800 ,1.498 ,0.949 ,1.388 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,0.296 ,0.430 ,0.689 ,0.691 ,5.544 ,6.729 ,5.878 ,5.964 ,6.612 ,4.949 ,5.410 ,5.836 ,5.444 ,3.246 ,6.196 ,33.103 ,51.125 ,91.914 ,181.225 ,121.676 ,75.824 ,86.838 ,200.119 ,184.175 ,456.693 ,283.570 ,0.800 ,0.718 ,0.890 ,0.950 ,1.009 ,0.665 ,0.811 ,0.657 ,0.558 ,0.747 ,0.633 ,55.727 ,56.789 ,59.819 ,177.577 ,195.767 ,252.043 ,256.658 ,270.222 ,293.009 ,537.550 ,838.682 
SNAP-ON INC,"1,632.611 ","1,948.948 ","1,641.765 ","1,878.464 ","1,977.040 ","2,175.851 ","2,781.080 ","2,779.203 ","2,261.948 ","2,439.670 ","3,290.580 ",13.211 ,90.973 ,15.881 ,23.882 ,24.369 ,23.329 ,28.357 ,14.752 ,9.558 ,18.137 ,17.571 ,7.869 ,16.394 ,15.173 ,12.468 ,14.174 ,15.321 ,20.177 ,11.848 ,7.162 ,10.672 ,13.772 ,1.991 ,2.386 ,1.937 ,2.024 ,1.973 ,2.103 ,2.696 ,2.330 ,1.639 ,1.855 ,2.382 ,@NA,@NA,@NA,@NA,@NA,@NA,1.357 ,1.237 ,1.277 ,1.532 ,1.480 ,6.004 ,1.089 ,5.175 ,3.680 ,3.568 ,4.626 ,3.771 ,6.842 ,8.733 ,3.893 ,5.001 ,6.100 ,6.700 ,18.400 ,96.100 ,150.000 ,170.400 ,63.400 ,93.000 ,115.800 ,699.400 ,572.200 ,5.967 ,6.048 ,6.897 ,7.604 ,7.901 ,6.701 ,5.556 ,5.124 ,4.796 ,5.303 ,4.773 ,268.600 ,207.000 ,201.400 ,180.200 ,166.300 ,187.300 ,224.700 ,351.100 ,403.500 ,272.700 ,345.600 
SNYDERS-LANCE INC,366.361 ,414.224 ,344.503 ,437.899 ,563.098 ,555.602 ,619.428 ,637.186 ,722.931 ,843.336 ,"1,525.100 ",16.653 ,17.427 ,17.158 ,23.857 ,22.655 ,31.576 ,32.918 ,26.520 ,40.246 ,23.274 ,334.857 ,6.931 ,7.780 ,6.647 ,9.996 ,10.538 ,11.242 ,14.565 ,11.103 ,16.957 ,12.664 ,10.745 ,2.094 ,2.324 ,1.884 ,2.424 ,2.895 ,2.712 ,2.779 ,2.556 ,2.952 ,3.196 ,5.343 ,@NA,@NA,@NA,@NA,@NA,@NA,0.596 ,1.354 ,0.720 ,0.459 ,0.649 ,6.926 ,7.587 ,6.510 ,5.666 ,7.273 ,5.004 ,4.768 ,5.765 ,3.798 ,6.674 ,0.172 ,1.224 ,4.798 ,3.023 ,25.479 ,41.466 ,3.543 ,5.504 ,8.647 ,0.807 ,5.418 ,27.877 ,3.759 ,4.581 ,4.289 ,4.038 ,3.074 ,8.284 ,1.586 ,0.776 ,1.140 ,1.097 ,1.799 ,36.613 ,41.375 ,36.275 ,40.798 ,38.238 ,34.797 ,34.286 ,40.932 ,29.260 ,62.484 ,61.991 
SOLERA HOLDINGS INC,@NA,@NA,@NA,@NA,@NA,@NA,@NA,"1,254.526 ","1,792.811 ","1,765.681 ","2,533.638 ",@NA,@NA,@NA,@NA,@NA,@NA,@NM,@NM,"2,766.000 ",29.535 ,30.167 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,27.768 ,22.990 ,15.593 ,15.107 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,(20.357),3.794 ,3.595 ,4.701 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,0.816 ,0.897 ,@NA,@NA,@NA,@NA,@NA,@NA,(1.507),(6.610),0.045 ,4.076 ,6.224 ,@NA,@NA,@NA,@NA,@NA,4.232 ,88.826 ,89.868 ,149.311 ,235.361 ,240.522 ,@NA,@NA,@NA,@NA,@NA,0.000 ,2.033 ,0.758 ,1.206 ,2.073 ,1.805 ,@NA,@NA,@NA,@NA,@NA,@NA,0.315 ,41.309 ,92.628 ,124.025 ,173.030 
SONIC AUTOMOTIVE INC  -CL A,205.954 ,663.539 ,438.427 ,664.703 ,727.756 ,665.771 ,880.348 ,579.116 ,111.663 ,416.639 ,538.974 ,3.951 ,11.547 ,5.654 ,10.761 ,11.022 ,8.806 ,12.681 ,8.381 ,@NM,8.054 ,7.275 ,2.954 ,9.994 ,5.201 ,9.123 ,9.683 ,@SF,10.350 ,6.604 ,1.801 ,(0.881),7.350 ,0.465 ,1.354 ,0.699 ,0.972 ,0.963 ,0.801 ,0.997 ,0.619 ,0.124 ,1.188 ,1.361 ,@NA,@NA,@NA,@NA,@NA,@NA,1.180 ,1.487 ,2.158 ,4.162 ,3.666 ,4.145 ,4.393 ,4.568 ,3.270 ,3.299 ,3.364 ,3.154 ,3.498 ,(26.305),2.688 ,4.262 ,109.325 ,127.943 ,10.576 ,82.082 ,9.991 ,7.566 ,12.696 ,16.514 ,6.971 ,30.035 ,21.842 ,@NA,@IF,@IF,@IF,@IF,@IF,@IF,@IF,@IF,@IF,@IF,209.117 ,201.290 ,235.207 ,206.718 ,215.004 ,238.084 ,264.748 ,296.573 ,121.455 ,141.584 ,183.269 
SONIC CORP,572.536 ,809.803 ,947.450 ,912.132 ,"1,331.881 ","1,831.668 ","1,873.151 ","1,402.939 ",874.167 ,697.721 ,472.748 ,17.926 ,20.605 ,19.706 ,17.463 ,21.085 ,26.145 ,24.099 ,23.213 ,14.490 ,14.111 ,21.914 ,11.298 ,13.769 ,13.351 ,11.546 ,14.577 ,17.686 ,16.215 ,12.594 ,7.800 ,6.836 ,6.183 ,3.958 ,4.374 ,4.106 ,3.728 ,4.220 ,4.825 ,5.117 ,(23.112),(10.066),(30.349),29.879 ,@NA,@NA,@NA,@NA,@NA,@NA,0.066 ,0.364 ,1.128 ,1.230 ,1.453 ,11.721 ,10.882 ,11.765 ,10.751 ,12.150 ,13.382 ,12.336 ,8.463 ,7.212 ,5.823 ,2.876 ,3.477 ,6.971 ,8.951 ,13.210 ,7.993 ,6.431 ,9.597 ,38.946 ,59.200 ,162.497 ,98.582 ,1.179 ,6.428 ,9.274 ,2.886 ,1.320 ,1.104 ,1.347 ,2.381 ,1.958 ,2.836 ,11.161 ,68.305 ,80.843 ,98.447 ,104.625 ,126.736 ,146.167 ,157.125 ,171.110 ,166.701 ,142.491 ,86.042 
