Company Name,Com Shares Outstanding Qtly[0Q],Com Shares Outstanding Qtly[-1Q],Com Shares Outstanding Qtly[-2Q],Com Shares Outstanding Qtly[-3Q],Com Shares Outstanding Qtly[-4Q],Com Shares Outstanding Qtly[-5Q],Com Shares Outstanding Qtly[-6Q],Com Shares Outstanding Qtly[-7Q],Com Shares Outstanding Qtly[-8Q],Com Shares Outstanding Qtly[-9Q],Com Shares Outstanding Qtly[-10Q],Com Shares Outstanding Qtly[-11Q],Com Shares Outstanding Qtly[-12Q],Com Shares Outstanding Qtly[-13Q],Com Shares Outstanding Qtly[-14Q],Com Shares Outstanding Qtly[-15Q],Com Shares Outstanding Qtly[-16Q],Com Shares Outstanding Qtly[-17Q],Com Shares Outstanding Qtly[-18Q],Com Shares Outstanding Qtly[-19Q],Com Shares Outstanding Qtly[-20Q],Com Shares Outstanding Qtly[-21Q],Com Shares Outstanding Qtly[-22Q],Com Shares Outstanding Qtly[-23Q],Com Shares Outstanding Qtly[-24Q],Com Shares Outstanding Qtly[-25Q],Com Shares Outstanding Qtly[-26Q],Com Shares Outstanding Qtly[-27Q],Com Shares Outstanding Qtly[-28Q],Com Shares Outstanding Qtly[-29Q],Com Shares Outstanding Qtly[-30Q],Com Shares Outstanding Qtly[-31Q],Com Shares Outstanding Qtly[-32Q],Com Shares Outstanding Qtly[-33Q],Com Shares Outstanding Qtly[-34Q],Com Shares Outstanding Qtly[-35Q],Com Shares Outstanding Qtly[-36Q],Com Shares Outstanding Qtly[-37Q],Com Shares Outstanding Qtly[-38Q],Com Shares Outstanding Qtly[-39Q],Com Shares Outstanding Qtly[-40Q],Com Shares Outstanding Qtly[-41Q],Com Shares Outstanding Qtly[-42Q],Com Shares Outstanding Qtly[-43Q],Com Shares Outstanding Qtly[-44Q],Com Shares Outstanding Qtly[-45Q],Com Shares Outstanding Qtly[-46Q],Com Shares Outstanding Qtly[-47Q],Com Shares Outstanding Qtly[-48Q]
CYBERONICS INC,27.566986083984375,27.636993408203125,28.13299560546875,28.276992797851562,28.349990844726562,28.032989501953125,27.949996948242188,27.699996948242188,27.782989501953125,27.754989624023438,27.739990234375,27.352996826171875,27.340988159179688,27.321990966796875,27.332000732421875,26.92498779296875,27.38800048828125,27.287994384765625,26.957992553710938,26.399993896484375,25.709991455078125,25.635986328125,25.635986328125,25.479995727539062,25.15899658203125,25.044998168945312,25.069000244140625,24.780990600585938,23.964996337890625,23.870986938476562,23.839996337890625,23.457000732421875,23.295989990234375,22.925994873046875,22.50299072265625,22.385986328125,22.243988037109375,21.97698974609375,21.802993774414062,21.750991821289062,21.714996337890625,21.633987426757812,21.615997314453125,18.643,18.566,17.875,17.65,17.562,17.504
CYMER INC,30.610000610351562,30.610000610351562,30.5679931640625,30.542999267578125,30.510986328125,29.819992065429688,29.584991455078125,29.538986206054688,30.051986694335938,29.89898681640625,29.80499267578125,29.704986572265625,29.6619873046875,29.608993530273438,29.573989868164062,29.85699462890625,30.332000732421875,30.289993286132812,30.516998291015625,33.5159912109375,37.30400085449219,37.23799133300781,36.86299133300781,39.2760009765625,37.925994873046875,36.092987060546875,35.60699462890625,35.24800109863281,36.47898864746094,36.99299621582031,36.821990966796875,36.766998291015625,36.67900085449219,36.345001220703125,35.66099548339844,34.86299133300781,34.352996826171875,34.22698974609375,33.985992431640625,33.977996826171875,33.58299255371094,30.847991943359375,30.690994262695312,30.61199951171875,30.342987060546875,29.496,29.349,29.141,28.988
CYPRESS SEMICONDUCTOR CORP,151.69000244140625,154.1739959716797,155.26800537109375,171.24099731445312,171.23199462890625,170.7530059814453,162.95399475097656,159.8730010986328,161.76400756835938,159.3820037841797,157.92100524902344,147.5570068359375,140.8820037841797,136.5030059814453,153.25599670410156,150.93499755859375,150.23399353027344,161.6479949951172,156.5070037841797,152.80799865722656,152.6750030517578,144.843994140625,141.8979949951172,140.9409942626953,139.34500122070312,137.03599548339844,135.36099243164062,133.18899536132812,131.2469940185547,128.4929962158203,125.55400085449219,123.67298889160156,123.0419921875,120.48300170898438,119.01399230957031,116.71600341796875,125.33699035644531,123.74299621582031,123.73599243164062,123.16000366210938,122.69898986816406,121.4949951171875,120.28199768066406,125.23199462890625,127.08999633789062,125.659,124.314,119.345,116.645
CYTEC INDUSTRIES INC,45.95799255371094,45.50898742675781,46.89399719238281,48.82598876953125,49.13499450683594,49.44499206542969,49.355987548828125,49.03099060058594,48.93998718261719,48.722991943359375,48.483001708984375,48.381988525390625,47.154998779296875,47.063995361328125,47.03900146484375,47.5159912109375,47.572998046875,47.53599548339844,47.70399475097656,47.709991455078125,47.79998779296875,47.62300109863281,47.46099853515625,47.180999755859375,47.042999267578125,46.29899597167969,46.10198974609375,46.01100158691406,45.94099426269531,39.834991455078125,39.60398864746094,39.25299072265625,38.88099670410156,38.99299621582031,39.003997802734375,38.95399475097656,38.50099182128906,38.79998779296875,39.222991943359375,39.41099548339844,39.63600158691406,39.62098693847656,39.701995849609375,40.239990234375,40.39898681640625,40.166,40.196,40.527,41.315
D R HORTON INC,318.370849609375,316.73779296875,316.04296875,315.9658203125,319.36279296875,319.285888671875,318.822998046875,318.25,318.185791015625,317.873779296875,317.48095703125,316.991943359375,316.876953125,316.665771484375,316.659912109375,316.309814453125,315.846923828125,314.976806640625,314.913818359375,314.635009765625,314.0927734375,313.659912109375,313.246826171875,312.9189453125,312.548828125,312.219970703125,312.93896484375,312.67578125,312.136962890625,311.6626401148642,311.1679908930455,310.79998961289675,310.7133196961877,310.0580139160156,309.5320129394531,310.9179992675781,290.40399169921875,293.114013671875,293.010009765625,292.8919982910156,292.50897216796875,231.2790069580078,230.7059783935547,227.07000732421875,226.56600952148438,225.54753694671672,224.7250448513031,224.40982882738115,224.3408645284176
DAKTRONICS INC,41.88999938964844,41.72898864746094,41.71199035644531,41.58599853515625,41.56298828125,41.33699035644531,41.23399353027344,41.042999267578125,41.06298828125,40.85099792480469,40.73799133300781,40.63800048828125,40.65599060058594,40.50999450683594,40.42799377441406,40.31599426269531,40.1510009765625,39.8389892578125,39.78399658203125,39.52899169921875,39.33299255371094,39.18798828125,39.02299499511719,38.891998291015625,38.73797607421875,38.61199951171875,38.561981201171875,38.28997802734375,38.0260009765625,37.91400146484375,37.7979736328125,37.73199462890625,37.61199951171875,37.33599853515625,36.639984130859375,37.1099853515625,36.837982177734375,36.5999755859375,36.639984130859375,36.501983642578125,36.381988525390625,36.267974853515625,36.17999267578125,35.992,35.708,35.688,35.46,35.456,35.428
DANAHER CORP,692.75390625,687.72998046875,686.346923828125,685.554931640625,664.055908203125,656.35986328125,653.953857421875,652.622802734375,649.2939453125,645.4697265625,642.4697265625,639.4755859375,637.48974609375,636.759765625,639.2197265625,637.8779296875,636.86181640625,635.9677734375,620.7939453125,616.35400390625,618.39990234375,616.48388671875,615.599609375,614.599609375,612.7998046875,611.1416015625,616.19970703125,617.19970703125,618.39990234375,617.83984375,617.23388671875,616.53759765625,615.9400024414062,614.7239990234375,614.2239990234375,612.6320190429688,611.2999877929688,610.1279907226562,609.635986328125,604.864013671875,603.8880004882812,573.2559814453125,571.68798828125,573.0399780273438,570.1240234375,568.052,567.44,567.032,566.736
DARDEN RESTAURANTS INC,128.6540069580078,128.44400024414062,131.82400512695312,134.60000610351562,136.42999267578125,137.3000030517578,138.4149932861328,140.60000610351562,140.59500122070312,139.8260040283203,139.61599731445312,139.3000030517578,137.12600708007812,136.98800659179688,138.72500610351562,140.5,140.04800415039062,143.281005859375,141.8939971923828,141.39999389648438,141.3820037841797,145.18899536132812,146.8260040283203,146.9980010986328,148.21200561523438,151.16900634765625,150.52200317382812,154.39100646972656,156.6649932861328,158.8679962158203,157.2169952392578,158.43099975585938,160.98399353027344,164.81700134277344,164.86099243164062,164.9499969482422,168.3159942626953,170.89599609375,170.89599609375,172.13499450683594,173.18250274658203,175.5959930419922,174.82198333740234,176.07,177.102,180.204,179.154,183.28799999999998,185.595
DARLING INTERNATIONAL INC,117.04798889160156,117.05699157714844,117.04598999023438,116.99600219726562,92.55999755859375,82.45799255371094,82.44400024414062,82.44200134277344,82.22698974609375,82.22698974609375,82.22698974609375,82.21699523925781,81.76799011230469,81.85899353027344,81.85198974609375,81.48199462890625,81.36199951171875,81.34199523925781,81.04100036621094,80.87199401855469,80.85398864746094,80.83299255371094,80.82099914550781,64.45899963378906,64.41600036621094,64.41600036621094,64.40699768066406,63.90399169921875,63.89698791503906,63.89698791503906,63.86399841308594,63.79899597167969,63.63299560546875,63.0,62.28900146484375,62.287994384765625,62.28099060058594,62.28099060058594,62.27699279785156,15.567999839782715,15.567999839782715,15.58899974822998,15.58899974822998,15.58899974822998,15.589,15.589,15.589,15.589,15.589
DAVITA INC,93.6409912109375,93.4429931640625,93.48100280761719,96.39498901367188,96.00199890136719,101.33000183105469,102.59199523925781,103.79299926757812,103.06300354003906,103.23300170898438,103.989990234375,103.40899658203125,103.75399780273438,104.78799438476562,104.22200012207031,106.80599975585938,107.12998962402344,106.65798950195312,105.64700317382812,105.19999694824219,104.63600158691406,103.9530029296875,103.58200073242188,103.29598999023438,101.93499755859375,101.62300109863281,100.947998046875,99.98300170898438,98.56700134277344,97.70799255371094,100.14799499511719,98.91600036621094,96.75448608398438,96.36449432373047,92.4059829711914,91.46248626708984,90.98849487304688,92.98198699951172,100.97698974609375,124.77449798583984,126.77998352050781,126.67648315429688,126.01350402832031,124.41600036621094,123.204,122.58449999999999,122.3475,122.097,121.7895
DEALERTRACK HOLDINGS INC,41.85899353027344,41.467987060546875,41.352996826171875,41.10699462890625,40.67298889160156,40.53099060058594,40.365997314453125,40.27699279785156,40.42999267578125,40.412994384765625,40.2969970703125,40.02398681640625,39.83399963378906,40.19099426269531,41.74299621582031,42.62799072265625,42.55299377441406,40.17900085449219,39.70298767089844,39.62799072265625,39.358001708984375,36.39299011230469,35.761993408203125,35.61399841308594,35.37998962402344,33.8489990234375,@NA,@NA,0.17799997329711914,@NA,@NA,@NA,0.013999998569488525,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
DEAN FOODS CO,183.74600219726562,183.68699645996094,183.63600158691406,183.18499755859375,182.2550048828125,182.177001953125,182.09800720214844,181.50399780273438,180.85400390625,180.4770050048828,180.1999969482422,154.5030059814453,154.03700256347656,153.9290008544922,152.3260040283203,151.60400390625,132.23599243164062,130.87600708007812,130.33599853515625,129.52200317382812,128.37100219726562,134.44200134277344,133.17300415039062,136.21499633789062,134.20899963378906,142.53700256347656,151.48599243164062,150.2760009765625,149.22300720214844,150.33799743652344,157.7270050048828,157.05499267578125,154.9929962158203,155.8699951171875,154.9770050048828,130.9709930419922,132.96148681640625,136.6274871826172,135.39598846435547,134.68798828125,131.80796813964844,84.22796630859375,83.10896301269531,82.41600036621094,81.858,81.582,85.509,87.045,87.864
DECKERS OUTDOOR CORP,38.69200134277344,38.69200134277344,38.605987548828125,38.51300048828125,38.67799377441406,38.58099365234375,38.54399108886719,38.67000102996826,38.6879997253418,38.604000091552734,38.55000114440918,39.40199947357178,39.34499931335449,39.26699924468994,39.19799995422363,39.15000057220459,39.04500102996826,39.01199913024902,38.9370002746582,38.38799858093262,37.817999839782715,37.76400089263916,37.629000663757324,37.56899929046631,37.46399974822998,37.296000480651855,37.07999897003174,37.05899906158447,37.026000022888184,36.54899883270264,35.046000480651855,34.932000160217285,29.36400032043457,29.189998626708984,28.98900032043457,28.937999725341797,28.589999198913574,28.38300132751465,28.031999588012695,27.989999771118164,27.78299903869629,27.97200107574463,27.9060001373291,27.780000686645508,27.612001419067383,27.407999999999998,27.339,27.249000000000002,27.249000000000002
DEERE & CO,401.825927734375,406.06982421875,413.923828125,419.708984375,421.040771484375,422.179931640625,423.86279296875,424.837890625,424.0078125,423.241943359375,422.947998046875,422.751953125,422.6728515625,422.2958984375,427.005859375,430.948974609375,436.035888671875,439.635986328125,443.7560119628906,449.96600341796875,453.7080078125,454.46600341796875,462.3940124511719,470.5419921875,469.1419982910156,473.7439880371094,482.385986328125,484.4219970703125,493.010009765625,493.7200012207031,496.3059997558594,497.8739929199219,493.8840026855469,487.0419921875,480.0039978027344,478.7640075683594,478.69000244140625,477.7900085449219,477.2139892578125,476.8179931640625,475.4580078125,474.66400146484375,469.6319885253906,469.5400085449219,469.4320068359375,469.112,469.184,468.532,468.078
DELL INC,1761.0,1795.0,1834.0,1899.0,1918.0,1930.0,1945.0,1955.0,1957.0,1956.0,1955.0,1951.0,1944.0,1944.0,1960.0,2017.0,2060.0,2237.0,2231.0,2231.0,2226.0,2223.0,2238.0,2279.0,2330.0,2381.0,2415.0,2442.0,2485.0,2482.0,2512.0,2527.0,2556.0,2566.0,2568.0,2568.0,2579.0,2581.0,2586.0,2594.0,2602.0,2607.0,2609.0,2603.0,2601.0,2590.0,2596.0,2589.0,2575.0
DELPHI FINANCIAL GROUP INC,54.72698974609375,54.326995849609375,54.66899108886719,54.59999084472656,54.457000732421875,54.295989990234375,54.17900085449219,54.115997314453125,53.98899841308594,53.91600036621094,50.18798828125,47.024993896484375,46.938995361328125,46.938995361328125,46.792999267578125,47.74299621582031,48.197998046875,49.74800109863281,49.53900146484375,49.38899230957031,49.11698913574219,49.05400085449219,48.65199279785156,48.52949523925781,48.68250274658203,48.85798645019531,48.13648223876953,47.82298278808594,47.625,47.476478576660156,47.321983337402344,47.152496337890625,46.610984802246094,46.30950164794922,46.10024642944336,45.98324203491211,46.38822555541992,46.1879997253418,46.12723159790039,46.03947830200195,45.879730224609375,45.61423873901367,45.665977478027344,45.65021896362305,45.560249999999996,45.27225,45.191250000000004,45.198,45.79875
DELTIC TIMBER CORP,12.605999946594238,12.605999946594238,12.586999893188477,12.586999893188477,12.5649995803833,12.505000114440918,12.5,12.5,12.49899959564209,12.451000213623047,12.444000244140625,12.4399995803833,12.418999671936035,12.402000427246094,12.531999588012695,12.46500015258789,12.444999694824219,12.387999534606934,12.489999771118164,12.487000465393066,12.477999687194824,12.425000190734863,12.406000137329102,12.406000137329102,12.401000022888184,12.3149995803833,12.295000076293945,12.25100040435791,12.24899959564209,12.208000183105469,12.180999755859375,12.133999824523926,12.095000267028809,11.968000411987305,11.968000411987305,11.899999618530273,11.899999618530273,11.916000366210938,11.916000366210938,11.944999694824219,11.909000396728516,11.887999534606934,11.887999534606934,11.88700008392334,11.88700008392334,11.935,11.997,12.192,12.322
DELUXE CORP,51.0,50.82598876953125,50.81700134277344,51.0260009765625,51.394989013671875,51.33799743652344,51.30198669433594,51.37599182128906,51.33799743652344,51.188995361328125,51.20399475097656,51.136993408203125,51.10699462890625,51.13099670410156,51.13899230957031,51.52299499511719,51.498992919921875,51.886993408203125,52.12599182128906,52.17698669433594,51.88299560546875,51.51899719238281,51.503997802734375,51.41499328613281,51.30198669433594,50.73500061035156,50.68798828125,50.61698913574219,50.53599548339844,50.2659912109375,50.22499084472656,50.01499938964844,50.00099182128906,50.17298889160156,51.28498840332031,53.74598693847656,56.68299865722656,61.44599914550781,61.944000244140625,62.44898986816406,64.35198974609375,64.10198974609375,66.18800354003906,68.20599365234375,70.65499877929688,72.555,72.452,72.331,72.219
DENBURY RESOURCES INC,388.97998046875,402.6259765625,402.31591796875,401.85693359375,400.2119140625,399.537841796875,399.329833984375,398.766845703125,261.77294921875,249.8040008544922,249.3489990234375,248.80599975585938,247.55999755859375,246.95700073242188,246.8509979248047,245.90199279785156,244.74899291992188,244.20199584960938,243.37399291992188,241.88998413085938,240.27200317382812,239.65798950195312,238.44000244140625,231.05999755859375,229.39599609375,229.11199951171875,228.303955078125,227.16400146484375,226.05999755859375,225.511962890625,220.29998779296875,218.6519775390625,216.72796630859375,216.1839599609375,215.8919677734375,214.9639892578125,214.156005859375,213.76800537109375,213.34796142578125,212.36395263671875,211.8280029296875,211.28399658203125,184.927978515625,184.0479736328125,183.92,183.628,183.416,183.196,182.872
DENTSPLY INTERNATL INC,141.6320037841797,141.39999389648438,141.3000030517578,140.89999389648438,141.73500061035156,142.10000610351562,143.1999969482422,146.3000030517578,146.96099853515625,148.5,148.60000610351562,148.5,148.5279998779297,148.89999389648438,148.8000030517578,148.8000030517578,150.82200622558594,151.39999389648438,152.0,152.1999969482422,151.8000030517578,154.10000610351562,154.5,158.39999389648438,157.79998779296875,156.79998779296875,161.19998168945312,161.19998168945312,161.19998168945312,161.0,161.0,160.39999389648438,158.60000610351562,158.19998168945312,157.79998779296875,157.0,156.79998779296875,156.60000610351562,156.39999389648438,155.79998779296875,155.80197143554688,155.69998168945312,155.39996337890625,155.09999084472656,155.10000000000002,154.8,155.39999999999998,156.0,158.39999999999998
DEVON ENERGY CORP,404.099853515625,407.199951171875,418.0,424.89990234375,431.5,432.099853515625,439.2998046875,446.7998046875,446.699951171875,444.099853515625,443.89990234375,443.89990234375,443.699951171875,441.39990234375,444.5,445.644775390625,444.2138671875,444.698974609375,445.868896484375,444.81396484375,444.02880859375,442.0009765625,441.05078125,439.98681640625,443.413818359375,444.2998046875,453.2177734375,473.73486328125,483.908935546875,486.0220031738281,483.4880065917969,479.5899963378906,472.17999267578125,465.0060119628906,463.6759948730469,313.85400390625,313.5140075683594,312.98199462890625,312.8919982910156,312.3479919433594,244.7559814453125,252.02798461914062,258.95001220703125,258.8280029296875,257.276,256.522,173.964,173.04,172.17
