Company Name,Com Shares Outstanding Qtly[0Q],Com Shares Outstanding Qtly[-1Q],Com Shares Outstanding Qtly[-2Q],Com Shares Outstanding Qtly[-3Q],Com Shares Outstanding Qtly[-4Q],Com Shares Outstanding Qtly[-5Q],Com Shares Outstanding Qtly[-6Q],Com Shares Outstanding Qtly[-7Q],Com Shares Outstanding Qtly[-8Q],Com Shares Outstanding Qtly[-9Q],Com Shares Outstanding Qtly[-10Q],Com Shares Outstanding Qtly[-11Q],Com Shares Outstanding Qtly[-12Q],Com Shares Outstanding Qtly[-13Q],Com Shares Outstanding Qtly[-14Q],Com Shares Outstanding Qtly[-15Q],Com Shares Outstanding Qtly[-16Q],Com Shares Outstanding Qtly[-17Q],Com Shares Outstanding Qtly[-18Q],Com Shares Outstanding Qtly[-19Q],Com Shares Outstanding Qtly[-20Q],Com Shares Outstanding Qtly[-21Q],Com Shares Outstanding Qtly[-22Q],Com Shares Outstanding Qtly[-23Q],Com Shares Outstanding Qtly[-24Q],Com Shares Outstanding Qtly[-25Q],Com Shares Outstanding Qtly[-26Q],Com Shares Outstanding Qtly[-27Q],Com Shares Outstanding Qtly[-28Q],Com Shares Outstanding Qtly[-29Q],Com Shares Outstanding Qtly[-30Q],Com Shares Outstanding Qtly[-31Q],Com Shares Outstanding Qtly[-32Q],Com Shares Outstanding Qtly[-33Q],Com Shares Outstanding Qtly[-34Q],Com Shares Outstanding Qtly[-35Q],Com Shares Outstanding Qtly[-36Q],Com Shares Outstanding Qtly[-37Q],Com Shares Outstanding Qtly[-38Q],Com Shares Outstanding Qtly[-39Q],Com Shares Outstanding Qtly[-40Q],Com Shares Outstanding Qtly[-41Q],Com Shares Outstanding Qtly[-42Q],Com Shares Outstanding Qtly[-43Q],Com Shares Outstanding Qtly[-44Q],Com Shares Outstanding Qtly[-45Q],Com Shares Outstanding Qtly[-46Q],Com Shares Outstanding Qtly[-47Q],Com Shares Outstanding Qtly[-48Q]
NATUS MEDICAL INC,29.438995361328125,29.438995361328125,29.388992309570312,29.310989379882812,29.001998901367188,28.922988891601562,28.839996337890625,28.82598876953125,28.402999877929688,28.380996704101562,28.327987670898438,28.322998046875,27.962997436523438,27.959991455078125,27.96099853515625,27.772994995117188,21.958999633789062,21.923995971679688,21.652999877929688,21.636993408203125,21.519989013671875,21.3909912109375,21.274993896484375,18.615997314453125,18.570999145507812,18.444992065429688,17.308990478515625,17.260986328125,17.1719970703125,17.139999389648438,17.082992553710938,17.05999755859375,16.691986083984375,16.511993408203125,16.457000732421875,16.449996948242188,16.337997436523438,16.267990112304688,16.097000122070312,16.079986572265625,15.930999755859375,15.864999771118164,15.75100040435791,0.9629999995231628,0.9039999842643738,0.868,@NA,@NA,@NA
NAVIGANT CONSULTING INC,51.093994140625,51.093994140625,51.149993896484375,51.082000732421875,50.39599609375,50.136993408203125,49.826995849609375,49.480987548828125,48.83799743652344,48.6510009765625,48.542999267578125,48.459991455078125,47.78599548339844,47.319000244140625,48.5,48.29998779296875,48.29998779296875,45.79998779296875,48.399993896484375,48.0,58.09999084472656,53.88099670410156,53.63099670410156,52.44999694824219,52.1929931640625,50.60099792480469,50.5,49.69999694824219,49.0,47.86799621582031,47.0,47.0,45.899993896484375,44.9219970703125,44.69999694824219,43.5,41.79998779296875,42.08399963378906,42.69999694824219,40.59999084472656,39.0,38.69999694824219,39.899993896484375,40.19999694824219,40.09999084472656,38.444,39.8,41.3,41.3
NAVIGATORS GROUP INC,13.956999778747559,14.315999984741211,15.015000343322754,15.58899974822998,15.741999626159668,15.765999794006348,15.824999809265137,16.373992919921875,16.845993041992188,16.972991943359375,16.947998046875,16.933990478515625,16.855987548828125,16.77899169921875,16.787994384765625,16.798995971679688,16.87298583984375,16.855987548828125,16.832000732421875,16.781997680664062,16.735992431640625,16.699996948242188,16.670989990234375,16.667999267578125,16.616989135742188,12.791999816894531,12.781000137329102,12.760000228881836,12.656999588012695,12.62600040435791,12.595999717712402,12.581999778747559,12.53499984741211,8.548999786376953,8.49899959564209,8.515999794006348,8.486000061035156,8.482000350952148,8.472000122070312,8.446999549865723,8.427000045776367,8.420000076293945,8.420000076293945,8.420000076293945,8.414,8.414,8.414,8.414,8.407
NCI BUILDING SYSTEMS INC,20.350997924804688,19.829986572265625,19.899993896484375,19.77398681640625,19.75,19.563995361328125,19.566986083984375,18.08599853515625,18.086398584938024,18.082001001864683,3.9963989853322346,3.9967987656116293,4.001397764703597,3.946798764866571,3.945599424028387,3.945599424028387,3.9500000588595867,3.907797299441654,4.014999449476591,4.003598082119197,4.032998717322926,3.995398008754819,3.9661987895697166,4.114199890407917,4.090997375413735,4.068997253015596,4.240799013388141,4.227999940931795,4.16099859715996,4.059997619092428,4.05759893741606,3.9893982528060405,3.8935974701284977,3.8000000566244125,3.774197443935236,3.754998835250717,3.746197565588318,3.7359985908269664,3.7255982000469885,3.717199762421842,3.6703980039119415,3.6599976131319636,3.6471985406756176,3.635199028778061,3.619598442608094,3.3564000500142575,3.547400052860379,3.576400053292513,3.6284000540673733
NCI INC,13.574999809265137,13.583999633789062,13.767000198364258,13.670999526977539,13.668999671936035,13.638999938964844,13.638999938964844,13.600000381469727,13.48799991607666,13.479999542236328,13.473999977111816,13.42300033569336,13.406000137329102,13.364999771118164,13.352999687194824,13.352999687194824,13.352999687194824,13.35099983215332,13.32800006866455,13.32800006866455,13.32800006866455,13.32800006866455,13.32800006866455,13.32800006866455,13.32800006866455,13.321999549865723,6.778999328613281,@NA,6.778999328613281,@NA,@NA,@NA,6.778999328613281,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
NCR CORP,158.6999969482422,157.60000610351562,157.39999389648438,157.1999969482422,158.5,159.6999969482422,159.1999969482422,160.39999389648438,160.3000030517578,159.60000610351562,159.1999969482422,158.8000030517578,158.60000610351562,158.10000610351562,161.39999389648438,165.10000610351562,169.8000030517578,178.1999969482422,180.6999969482422,180.5,179.6999969482422,178.89999389648438,177.8000030517578,180.1999969482422,181.8000030517578,181.6999969482422,183.6999969482422,185.8000030517578,186.5,186.60000610351562,185.19998168945312,187.79998779296875,188.60000610351562,189.39999389648438,188.79998779296875,189.60000610351562,189.39999389648438,194.0,194.79998779296875,196.0,196.79998779296875,194.79998779296875,194.60000610351562,194.19998168945312,198.60000610351562,190.4,192.6,192.0,188.4
NEENAH PAPER INC,15.142000198364258,15.029999732971191,14.989999771118164,14.920000076293945,14.810999870300293,14.760000228881836,14.760000228881836,14.710000038146973,14.675000190734863,14.664999961853027,14.654999732971191,14.649999618530273,14.64900016784668,14.593000411987305,14.593000411987305,14.600000381469727,14.954999923706055,14.942999839782715,14.942999839782715,14.812000274658203,14.8100004196167,14.784000396728516,14.774999618530273,14.765999794006348,14.765999794006348,14.762999534606934,14.762999534606934,14.762999534606934,14.762999534606934,14.699999809265137,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
NEOGEN CORP,23.554000854492188,23.526992797851562,23.373992919921875,23.291000366210938,23.189987182617188,23.114990234375,22.732986450195312,22.625,22.556991577148438,22.491000652313232,22.263000011444092,22.1055006980896,22.158000469207764,22.08899974822998,21.871500492095947,21.776999473571777,21.610499382019043,21.505499839782715,21.224249124526978,21.030750274658203,20.801249742507935,20.72925066947937,20.695499897003174,18.69974970817566,18.634499073028564,18.596250772476196,18.49500060081482,18.330750703811646,18.321749210357666,18.22724962234497,18.195749759674072,18.02250051498413,18.018000841140747,17.884688079357147,17.634373605251312,17.437499463558197,17.175935804843903,17.147812843322754,17.22093790769577,17.178749442100525,17.102810740470886,17.00156271457672,16.700624227523804,16.38,16.194375,15.975,15.997499999999999,16.236562499999998,16.4221875
NETAPP INC,362.0,358.599853515625,368.89990234375,369.0,367.599853515625,361.2998046875,356.89990234375,347.2998046875,344.473876953125,337.677978515625,336.08984375,332.239990234375,330.5888671875,327.875,326.9638671875,341.71484375,343.206787109375,346.955810546875,363.23779296875,367.02978515625,370.114013671875,371.473876953125,371.69482421875,375.997802734375,372.475830078125,372.10595703125,367.932861328125,366.94287109375,366.142822265625,358.782958984375,357.677001953125,357.48193359375,347.515869140625,345.0830078125,341.885009765625,340.66796875,339.333984375,336.998779296875,336.5068359375,335.135009765625,333.85693359375,331.130859375,330.203857421875,328.746,325.541,320.845,316.05,311.803,304.57
NETFLIX INC,55.5159912109375,55.39898681640625,52.503997802734375,52.53599548339844,52.51899719238281,52.78199768066406,52.256988525390625,52.358001708984375,52.261993408203125,53.43998718261719,54.64299011230469,57.41600036621094,58.4949951171875,58.86199951171875,59.1199951171875,61.91099548339844,61.54998779296875,64.91299438476562,65.6669921875,67.63800048828125,68.76199340820312,68.61199951171875,68.15399169921875,67.93699645996094,55.50999450683594,54.75599670410156,53.96199035644531,53.425994873046875,52.964996337890625,52.73199462890625,52.30299377441406,52.12098693847656,51.545989990234375,50.8499755859375,48.45599365234375,47.917999267578125,45.9539794921875,44.891998291015625,44.13800048828125,43.175994873046875,4.383998870849609,4.323999404907227,@NA,@NA,@NA,4.272,@NA,@NA,@NA
NETGEAR INC,37.64698791503906,37.64698791503906,37.56098937988281,37.483001708984375,36.60198974609375,36.17298889160156,35.83699035644531,35.41899108886719,35.20399475097656,34.733001708984375,34.62300109863281,34.45599365234375,34.44200134277344,34.28099060058594,35.26799011230469,35.42399597167969,35.342987060546875,35.243988037109375,35.1719970703125,35.01499938964844,34.61299133300781,33.96099853515625,33.0,33.0,33.0,32.9639892578125,33.0,32.0,32.0,31.454986572265625,31.001998901367188,30.641998291015625,30.259994506835938,28.618988037109375,28.541000366210938,0.0,0.0,0.0,@NA,@NA,@NA,0.0,@NA,@NA,@NA,@NA,@NA,@NA,@NA
NETSCOUT SYSTEMS INC,41.53498840332031,41.53498840332031,41.506988525390625,42.72698974609375,42.55699157714844,42.18199157714844,41.990997314453125,41.86199951171875,41.76899719238281,40.864990234375,40.47599792480469,40.33399963378906,40.279998779296875,39.358001708984375,39.287994384765625,39.08699035644531,38.8389892578125,38.595001220703125,32.39898681640625,32.201995849609375,32.04998779296875,31.836990356445312,31.642990112304688,31.696990966796875,31.284988403320312,31.222991943359375,30.970993041992188,30.964996337890625,30.688995361328125,30.680999755859375,30.543991088867188,30.516998291015625,30.380996704101562,30.285995483398438,30.064987182617188,30.048995971679688,29.982986450195312,29.968994140625,29.88299560546875,29.821990966796875,29.685989379882812,29.625,29.457992553710938,29.563995361328125,29.521,29.422,29.197,26.817,26.72
NEUSTAR INC,66.15499877929688,72.71299743652344,73.58999633789062,73.94000244140625,73.63299560546875,74.02499389648438,75.01499938964844,74.89399719238281,74.45999145507812,74.36299133300781,74.343994140625,74.29598999023438,73.97999572753906,73.89199829101562,73.81199645996094,73.39700317382812,76.98799133300781,76.72799682617188,76.16099548339844,75.62799072265625,74.36900329589844,73.2969970703125,72.85600280761719,71.46699523925781,68.34999084472656,60.532989501953125,59.86399841308594,59.76399230957031,5.923999786376953,@NA,@NA,@NA,5.548999786376953,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
NEUTRAL TANDEM INC,31.519989013671875,31.446990966796875,31.392990112304688,34.149993896484375,33.16600036621094,33.10899353027344,33.0419921875,33.03199768066406,33.628997802734375,33.53199768066406,33.43299865722656,32.753997802734375,32.35699462890625,32.16600036621094,31.855987548828125,31.385986328125,30.832992553710938,5.321000099182129,5.318999290466309,@NA,5.318999290466309,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
NEW JERSEY RESOURCES CORP,41.47698974609375,41.4219970703125,41.43598937988281,41.31098937988281,41.360992431640625,41.17399597167969,41.20098876953125,41.28999328613281,41.631988525390625,41.58599853515625,41.94999694824219,42.31298828125,42.256988525390625,42.05699157714844,41.968994140625,41.85198974609375,41.72399139404297,41.61149597167969,42.03749084472656,41.90998077392578,41.639991760253906,41.4375,42.110984802246094,41.926483154296875,41.332489013671875,41.31898498535156,41.227500915527344,41.152496337890625,41.555992126464844,41.61149597167969,41.420997619628906,41.26348114013672,41.08799743652344,40.84947967529297,40.720481872558594,40.6094970703125,40.561500549316406,40.37548828125,40.33948516845703,40.33799743652344,40.14672088623047,39.995967864990234,40.00273132324219,39.90824890136719,39.72824478149414,39.5865,39.7125,39.65175,40.011750000000006
NEW YORK CMNTY BANCORP INC,439.1337890625,437.344970703125,437.4208984375,437.413818359375,437.3408203125,435.64697265625,435.5859375,435.5048828125,435.44091796875,433.19677734375,355.83984375,345.2080078125,344.94677734375,344.98486328125,344.184814453125,343.65380859375,324.952880859375,323.81298828125,314.822998046875,313.851806640625,296.385009765625,295.350830078125,295.116943359375,295.056884765625,270.375,269.77685546875,266.010986328125,265.680908203125,265.477783203125,265.19091796875,265.08984375,264.492919921875,270.889892578125,256.64869783636095,183.52221042768724,184.90487709215995,186.4155148808586,187.88217239590813,190.7088524972769,191.9106181072002,181.65641238876015,181.05731994383314,182.18974979241466,115.84235446250386,115.88503827237582,118.31970379829406,80.48379851675033,83.07979201793671,83.48379100656508
NEW YORK TIMES CO  -CL A,147.8470001220703,147.8470001220703,147.44500732421875,147.17599487304688,147.1750030517578,146.15199279785156,145.90699768066406,145.60400390625,145.5970001220703,144.51300048828125,144.4980010986328,143.99000549316406,143.96800231933594,143.8040008544922,143.79200744628906,143.77999877929688,143.77499389648438,143.72799682617188,143.86500549316406,143.90499877929688,143.90199279785156,143.86000061035156,144.11500549316406,144.5959930419922,145.03700256347656,145.21499633789062,145.13900756835938,145.38099670410156,145.6269989013672,146.10499572753906,145.36500549316406,148.23899841308594,149.0189971923828,149.87899780273438,148.84800720214844,150.28599548339844,151.2030029296875,152.21600341796875,151.4029998779297,152.53700256347656,151.3699951171875,151.45599365234375,152.81399536132812,157.3509979248047,160.51499938964844,162.373,164.88,168.275,171.484
NEWELL RUBBERMAID INC,288.2998046875,288.2998046875,289.5,291.39990234375,291.199951171875,290.5,290.2998046875,278.2998046875,278.199951171875,277.7998046875,277.699951171875,277.699951171875,277.599853515625,277.099853515625,277.199951171875,277.099853515625,276.89990234375,276.699951171875,276.599853515625,276.5,276.2998046875,275.2998046875,275.0,274.699951171875,274.599853515625,274.5,274.5,274.39990234375,274.39990234375,274.39990234375,274.39990234375,274.39990234375,274.39990234375,274.39990234375,274.39990234375,274.2998046875,274.199951171875,267.39990234375,267.2998046875,267.099853515625,267.0,266.7998046875,266.699951171875,266.699951171875,266.699951171875,266.6,266.579,266.575,266.531
NEWFIELD EXPLORATION CO,134.81100463867188,134.68499755859375,134.59800720214844,134.60400390625,134.44400024414062,134.24600219726562,133.80599975585938,133.60699462890625,133.28500366210938,133.0050048828125,132.8459930419922,132.6479949951172,132.5229949951172,132.0780029296875,132.22300720214844,132.14599609375,131.7220001220703,131.33599853515625,130.6060028076172,130.3769989013672,129.94400024414062,129.1840057373047,128.9499969482422,128.85699462890625,128.58299255371094,127.53999328613281,127.21699523925781,126.72299194335938,126.39797973632812,124.83798217773438,124.52798461914062,113.34799194335938,112.76998901367188,112.51199340820312,111.98397827148438,111.58599853515625,104.10397338867188,103.46197509765625,88.90597534179688,88.81597900390625,88.69598388671875,88.20199584960938,87.86599731445312,88.4019775390625,89.333984375,85.214,85.054,84.96,84.646
NEWMARKET CORP,13.404999732971191,13.404999732971191,13.404999732971191,13.833999633789062,13.845000267028809,14.03499984741211,14.291000366210938,14.388999938964844,15.041999816894531,15.210000038146973,15.208000183105469,15.204000473022461,15.204000473022461,15.199000358581543,15.182999610900879,15.494000434875488,15.482000350952148,15.565999984741211,16.180999755859375,17.295989990234375,17.295989990234375,17.289993286132812,17.271987915039062,17.2449951171875,17.18798828125,17.082000732421875,17.061996459960938,17.032989501953125,16.98199462890625,16.980987548828125,16.972000122070312,16.9639892578125,16.832000732421875,16.785995483398438,16.760986328125,16.733993530273438,16.688995361328125,16.688995361328125,16.688995361328125,16.691000614926224,16.691000614926224,16.691000614926224,16.691000614926224,16.691000614926224,16.691000614926224,16.69100024871528,16.69100024871528,16.693000248745083,16.693000248745083
NEWMONT MINING CORP,495.5439453125,494.726806640625,494.81494140625,494.177978515625,493.68994140625,492.72900390625,493.06494140625,492.3798828125,491.303955078125,490.72998046875,490.1689453125,489.996826171875,489.423828125,454.73583984375,454.29296875,454.083984375,453.52783203125,452.69580078125,451.845947265625,451.538818359375,451.101806640625,449.75390625,450.220947265625,449.673828125,448.89990234375,447.798828125,446.785888671875,446.206787109375,445.767822265625,445.598876953125,443.601806640625,443.305908203125,402.140869140625,441.851806640625,409.60986328125,407.909912109375,402.140869140625,402.02587890625,401.703857421875,401.477783203125,395.343994140625,196.1649932861328,196.03500366210938,195.8280029296875,195.4720001220703,170.907,168.201,168.085,167.877
NEWPORT CORP,37.63398742675781,37.571990966796875,37.524993896484375,37.39898681640625,36.90899658203125,36.743988037109375,36.714996337890625,36.67298889160156,36.31599426269531,36.235992431640625,36.20500183105469,36.15998840332031,36.04899597167969,35.985992431640625,36.058990478515625,35.95799255371094,36.917999267578125,37.06599426269531,38.457000732421875,39.58000183105469,41.45799255371094,40.81700134277344,40.77799987792969,40.623992919921875,40.03599548339844,39.91999816894531,39.83799743652344,43.11399841308594,43.02299499511719,42.8909912109375,39.44599914550781,39.334991455078125,39.032989501953125,38.95799255371094,38.66400146484375,38.65299987792969,38.55999755859375,38.4639892578125,38.17900085449219,37.89299011230469,36.6929931640625,36.64698791503906,36.529998779296875,36.343994140625,32.643,32.243,28.741,28.173000000000002,27.695999999999998
NEWS CORP,2482.326904296875,2553.7919921875,2626.8359375,2626.4130859375,2624.9580078125,2624.902099609375,2620.822998046875,2620.5,2620.048095703125,2620.0029296875,2613.969970703125,2613.927978515625,2613.60400390625,2613.27294921875,2608.904052734375,2615.39404296875,3126.844970703125,3125.27294921875,3126.10693359375,3146.736083984375,3166.787109375,3160.208984375,3155.715087890625,3160.677978515625,3202.5810546875,3255.198974609375,3266.64990234375,3267.1640625,2937.093017578125,2937.09375,2984.8017578125,@NA,@NA,@NA,2663.75,@NA,@NA,@NA,2651.5537109375,@NA,@NA,@NA,2376.2998046875,@NA,@NA,@NA,2089.142,@NA,@NA
NEXTERA ENERGY INC,416.0,416.0,422.535888671875,422.33984375,421.9599609375,420.86181640625,418.419921875,415.841796875,414.6728515625,413.621826171875,413.346923828125,411.4609375,410.79296875,408.914794921875,408.726806640625,408.489990234375,408.119873046875,407.344970703125,407.077880859375,406.831787109375,406.415771484375,405.40380859375,404.746826171875,404.4189453125,404.2568359375,394.85400390625,394.85498046875,394.016845703125,391.956787109375,372.35198974609375,371.1780090332031,370.5159912109375,369.6239929199219,368.52801513671875,367.8940124511719,367.2659912109375,366.57598876953125,365.510009765625,365.0260009765625,364.260009765625,352.0159912109375,351.7080078125,351.7380065917969,351.71600341796875,351.71600341796875,351.532,353.772,355.504,356.332
NIKE INC  -CL B,458.367919921875,458.912841796875,463.6689453125,468.0,474.1298828125,478.494873046875,477.871826171875,484.0,483.699951171875,487.451904296875,487.0087890625,485.5,484.39990234375,484.099853515625,485.199951171875,491.099853515625,492.699951171875,497.255859375,498.740966796875,501.699951171875,505.5,504.0,501.3999938964844,512.0,517.19970703125,518.599609375,520.7998046875,522.19970703125,525.0,528.19970703125,525.0,526.19970703125,528.0,526.24560546875,524.837890625,527.19970703125,527.9697265625,528.90966796875,530.599609375,532.19970703125,537.0,536.0,537.24755859375,537.2,542.2,539.4,540.2,539.2,546.8
NISOURCE INC,281.85400390625,281.11083984375,280.472900390625,279.929931640625,278.85498046875,278.305908203125,277.81884765625,277.290771484375,276.637939453125,275.7548828125,275.14794921875,274.5,274.261962890625,274.22998046875,274.216796875,274.1669921875,274.177001953125,274.160888671875,274.14990234375,273.9189453125,273.65380859375,272.89990234375,272.7119140625,272.636962890625,272.622802734375,272.596923828125,272.322998046875,271.664794921875,270.625,263.5908203125,263.432861328125,263.406005859375,262.6298828125,262.44677734375,262.7939453125,262.162841796875,248.86000061035156,207.77099609375,207.66000366210938,207.52200317382812,207.49200439453125,206.79400634765625,206.73800659179688,206.52000427246094,205.553,121.32,121.183,122.806,124.139
NOBLE CORP,252.3520050048828,252.3520050048828,252.43299865722656,252.2899932861328,252.1580047607422,252.27499389648438,252.18800354003906,255.85499572753906,255.81100463867188,258.223876953125,259.824951171875,261.40380859375,261.25,261.89892578125,263.806884765625,269.156982421875,268.682861328125,268.23291015625,268.638916015625,268.3399963378906,267.9880065917969,269.1839904785156,271.37200927734375,273.60198974609375,275.4280090332031,274.01800537109375,273.8320007324219,272.8999938964844,271.30999755859375,268.8139953613281,270.7300109863281,267.79400634765625,269.6659851074219,264.38800048828125,267.5740051269531,263.88800048828125,263.4859924316406,263.4859924316406,267.6780090332031,268.4259948730469,268.906005859375,264.0299987792969,264.5,263.9779968261719,268.1940002441406,267.182,268.578,266.782,267.172
NOBLE ENERGY INC,179.0,177.9199981689453,177.0,177.0,177.0,176.7899932861328,176.0,176.0,176.0,174.96800231933594,174.0,174.0,174.0,173.68299865722656,173.0,173.0,173.0,172.23300170898438,171.88099670410156,171.66299438476562,171.5229949951172,172.23399353027344,175.06500244140625,177.0659942626953,177.21499633789062,175.625,175.18099975585938,174.41598510742188,118.63800048828125,118.04397583007812,117.4119873046875,116.52398681640625,115.92999267578125,114.38998413085938,113.07199096679688,112.95199584960938,114.781982421875,114.72598266601562,114.58200073242188,114.57598876953125,114.14797973632812,114.00997924804688,113.197998046875,113.19000244140625,113.16998291015625,112.182,111.916,111.716,111.422
NORDSON CORP,64.70199584960938,65.60099792480469,67.75700378417969,68.24800109863281,68.22000122070312,67.8699951171875,67.91400146484375,68.24398803710938,67.69598388671875,67.35397338867188,67.19400024414062,67.18197631835938,67.16000366210938,67.41400146484375,68.20999145507812,67.37399291992188,67.2919921875,67.41998291015625,67.51998901367188,67.35598754882812,67.36798095703125,66.82199096679688,67.32998657226562,67.49798583984375,66.93399047851562,65.82199096679688,72.62399291992188,72.94998168945312,72.89797973632812,72.55599975585938,72.54598999023438,71.31399536132812,70.46197509765625,68.06997680664062,67.77999877929688,67.46197509765625,67.43597412109375,67.22598266601562,67.10397338867188,67.05398559570312,66.44598388671875,66.27398681640625,66.08999633789062,65.4019775390625,65.15399169921875,64.898,64.568,64.536,65.228
NORDSTROM INC,207.60000610351562,210.10000610351562,214.1999969482422,219.8000030517578,218.0,218.60000610351562,219.10000610351562,218.89999389648438,217.6999969482422,217.3000030517578,216.39999389648438,216.1999969482422,215.39999389648438,215.39999389648438,215.60000610351562,216.89999389648438,221.0,232.03399658203125,247.5489959716797,258.139892578125,257.31298828125,256.90380859375,256.5,265.740966796875,269.548828125,269.68994140625,273.682861328125,273.2640075683594,271.3299865722656,279.8659973144531,282.87200927734375,279.6319885253906,276.7539978027344,273.9419860839844,271.7820129394531,271.6199951171875,270.88800048828125,270.8559875488281,270.17999267578125,269.9960021972656,268.93798828125,268.6780090332031,268.06201171875,268.0260009765625,267.596,267.998,258.292,261.814,264.56
NORFOLK SOUTHERN CORP,325.762939453125,330.385986328125,336.10595703125,347.77392578125,353.216796875,357.36279296875,363.371826171875,368.614990234375,370.055908203125,369.019775390625,367.893798828125,367.636962890625,367.037841796875,366.23291015625,370.27880859375,375.198974609375,375.7548828125,379.2978515625,387.239990234375,393.601806640625,393.221923828125,397.419921875,396.891845703125,413.82080078125,414.69189453125,409.885986328125,406.419921875,404.534912109375,404.27392578125,400.43896484375,396.0068359375,393.68701171875,392.06884765625,391.15283203125,390.4189453125,390.206787109375,389.7978515625,388.98486328125,388.64697265625,388.35498046875,388.087890625,385.831787109375,385.472900390625,385.240966796875,384.5498046875,384.057,383.316,383.316,382.78
NORTHEAST UTILITIES,177.15899658203125,177.0030059814453,176.8260040283203,176.7469940185547,176.447998046875,176.27999877929688,176.09800720214844,175.9709930419922,175.6199951171875,175.43499755859375,175.23899841308594,175.0989990234375,155.83399963378906,155.66200256347656,155.5240020751953,155.39100646972656,155.0800018310547,154.98300170898438,154.85699462890625,154.5290069580078,154.23300170898438,153.96800231933594,153.71499633789062,153.53500366210938,153.2259979248047,130.03599548339844,129.69500732421875,129.36700439453125,129.03399658203125,128.3489990234375,128.09800720214844,127.94200134277344,127.69599914550781,127.25399780273438,126.93499755859375,126.59199523925781,127.56199645996094,129.2570037841797,129.7729949951172,129.4770050048828,130.1320037841797,132.9709930419922,133.86399841308594,143.97799682617188,143.82,143.59,143.455,143.151,131.87
NORTHERN OIL & GAS INC,63.33000183105469,63.154998779296875,63.13800048828125,63.13499450683594,62.128997802734375,51.59700012207031,51.07899475097656,44.93199157714844,43.91099548339844,36.76899719238281,36.69099426269531,34.391998291015625,34.1199951171875,34.024993896484375,32.28099060058594,28.900985717773438,28.695999145507812,27.699996948242188,22.808990478515625,22.663986206054688,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
NORTHERN TRUST CORP,241.14999389648438,241.00900268554688,240.9969940185547,240.99200439453125,241.80299377441406,242.2689971923828,242.19400024414062,242.09100341796875,241.85000610351562,241.67999267578125,241.5050048828125,241.4029998779297,223.66900634765625,223.26300048828125,223.03399658203125,221.0469970703125,220.13600158691406,220.60899353027344,219.94200134277344,220.09300231933594,219.40699768066406,218.7010040283203,217.99000549316406,217.91400146484375,218.04600524902344,218.12899780273438,218.24600219726562,218.36199951171875,218.63600158691406,219.0679931640625,219.20899963378906,219.8159942626953,220.38900756835938,220.1179962158203,220.35400390625,220.77999877929688,220.41600036621094,220.8000030517578,220.92300415039062,221.66700744628906,221.71400451660156,221.64700317382812,222.11500549316406,222.61000061035156,222.63600158691406,222.232,221.782,221.85,222.3
NORTHROP GRUMMAN CORP,252.21099853515625,253.88999938964844,265.540771484375,277.98193359375,292.598876953125,290.956787109375,292.227783203125,294.97900390625,300.81396484375,306.864990234375,314.716796875,319.156005859375,324.6748046875,327.012939453125,327.07177734375,337.496826171875,339.156005859375,337.8349609375,338.2177734375,343.683837890625,342.830810546875,345.921875,345.135986328125,344.410888671875,343.323974609375,347.35693359375,354.698974609375,357.52783203125,359.48388671875,364.429931640625,355.411865234375,358.4169921875,360.5159912109375,362.21600341796875,366.0719909667969,365.8940124511719,365.8059997558594,365.2040100097656,226.3280029296875,226.02398681640625,225.37399291992188,217.11199951171875,171.343994140625,170.75,144.57998657226562,144.116,143.452,139.818,139.61
NORTHWEST BANCSHARES INC,97.59300231933594,97.49299621582031,97.57598876953125,103.2659912109375,107.73300170898438,110.29499816894531,110.80599975585938,110.77499389648438,110.68099975585938,110.64199829101562,109.17673873901367,109.16324615478516,109.14522171020508,109.12949752807617,109.09798049926758,109.05297088623047,109.02148818969727,109.30500411987305,109.55247116088867,110.58522033691406,112.08372116088867,112.56523132324219,112.75199890136719,112.7182502746582,112.68673324584961,114.39898681640625,114.35397720336914,113.5934829711914,110.99250411987305,107.90998077392578,107.85147857666016,107.52525329589844,107.3767318725586,107.3115005493164,107.2349739074707,107.18999862670898,106.98747253417969,106.98747253417969,106.89299011230469,106.85024642944336,106.72647857666016,106.71072006225586,106.66797637939453,106.62973022460938,106.59148406982422,106.56224999999999,106.56224999999999,106.56224999999999,106.55324999999999
